Setup title,MFCV-Low(1)
-4.6,1.20228E-10,1.68166E-09,,5199.118,
-4.8,1.20211E-10,2.02678E-09,,5199.118,
-5,1.20183E-10,1.95526E-09,,5199.118,
-5,1.20184E-10,2.5825E-09,,5964.726,
-4.8,1.20214E-10,2.85727E-09,,5964.726,
-4.6,1.20243E-10,3.03964E-09,,5964.726,
-4.4,1.20271E-10,2.80657E-09,,5964.726,
-4.2,1.20284E-10,3.1189E-09,,5964.726,
-4,1.20302E-10,2.79166E-09,,5964.726,
-3.8,1.20319E-10,3.3877E-09,,5964.726,
-3.6,1.20345E-10,3.67796E-09,,5964.726,
-3.4,1.20361E-10,3.93724E-09,,5964.726,
-3.2,1.20376E-10,3.95154E-09,,5964.726,
-3,1.20395E-10,4.78183E-09,,5964.726,
-2.8,1.20409E-10,5.45417E-09,,5964.726,
-2.6,1.20434E-10,5.9304E-09,,5964.726,
-2.4,1.20457E-10,6.79824E-09,,5964.726,
-2.2,1.20499E-10,7.14035E-09,,5964.726,
-2,1.20529E-10,8.25138E-09,,5964.726,
-1.8,1.20567E-10,9.41843E-09,,5964.726,
-1.6,1.20622E-10,1.0443E-08,,5964.726,
-1.4,1.20683E-10,1.11559E-08,,5964.726,
-1.2,1.20758E-10,1.20278E-08,,5964.726,
-1,1.20841E-10,1.27377E-08,,5964.726,
-0.8,1.20963E-10,1.32914E-08,,5964.726,
-0.6,1.21111E-10,1.40209E-08,,5964.726,
-0.4,1.2131E-10,1.38914E-08,,5964.726,
-0.2,1.21637E-10,1.32952E-08,,5964.726,
0,1.22111E-10,1.22674E-08,,5964.726,
0.2,1.22843E-10,1.0694E-08,,5964.726,
0.4,1.23873E-10,9.53294E-09,,5964.726,
0.6,1.25141E-10,7.54504E-09,,5964.726,
0.8,1.26492E-10,5.72876E-09,,5964.726,
1,1.27796E-10,5.22381E-09,,5964.726,
1.2,1.28925E-10,4.29099E-09,,5964.726,
1.4,1.29866E-10,3.91438E-09,,5964.726,
1.6,1.30638E-10,3.58375E-09,,5964.726,
1.8,1.31248E-10,2.79783E-09,,5964.726,
2,1.31754E-10,2.84584E-09,,5964.726,
2.2,1.32167E-10,3.15914E-09,,5964.726,
2.4,1.32509E-10,2.86809E-09,,5964.726,
2.6,1.32789E-10,2.35354E-09,,5964.726,
2.8,1.33014E-10,2.79688E-09,,5964.726,
3,1.33208E-10,2.89751E-09,,5964.726,
3.2,1.3339E-10,2.52429E-09,,5964.726,
3.4,1.3354E-10,2.31261E-09,,5964.726,
3.6,1.33656E-10,2.46553E-09,,5964.726,
3.8,1.33788E-10,2.38758E-09,,5964.726,
4,1.3389E-10,2.34282E-09,,5964.726,
4.2,1.33962E-10,2.068E-09,,5964.726,
4.4,1.3405E-10,1.97258E-09,,5964.726,
4.6,1.34128E-10,2.57753E-09,,5964.726,
4.8,1.34198E-10,2.45471E-09,,5964.726,
5,1.34252E-10,2.23176E-09,,5964.726,
5.2,1.34311E-10,2.6126E-09,,5964.726,
5.4,1.34363E-10,2.44091E-09,,5964.726,
5.6,1.3438E-10,1.82339E-09,,5964.726,
5.8,1.34448E-10,2.12555E-09,,5964.726,
6,1.34478E-10,2.36634E-09,,5964.726,
6.2,1.34519E-10,2.43526E-09,,5964.726,
6.4,1.34544E-10,2.24849E-09,,5964.726,
6.6,1.34582E-10,2.12727E-09,,5964.726,
6.8,1.34619E-10,2.50872E-09,,5964.726,
7,1.34653E-10,2.24763E-09,,5964.726,
7.2,1.34671E-10,2.36862E-09,,5964.726,
7.4,1.34681E-10,2.21603E-09,,5964.726,
7.6,1.34715E-10,2.40198E-09,,5964.726,
7.8,1.34739E-10,2.22136E-09,,5964.726,
8,1.34756E-10,2.15579E-09,,5964.726,
8.2,1.34774E-10,1.82616E-09,,5964.726,
8.4,1.34804E-10,2.41127E-09,,5964.726,
8.6,1.34805E-10,2.53485E-09,,5964.726,
8.8,1.34824E-10,2.08939E-09,,5964.726,
9,1.34842E-10,2.25051E-09,,5964.726,
9.2,1.34854E-10,1.81479E-09,,5964.726,
9.4,1.34878E-10,2.43765E-09,,5964.726,
9.6,1.34891E-10,2.50798E-09,,5964.726,
9.8,1.34906E-10,2.14498E-09,,5964.726,
10,1.34905E-10,2.39949E-09,,5964.726,
10,1.34908E-10,2.24988E-09,,5964.726,
9.8,1.3491E-10,2.21292E-09,,5964.726,
9.6,1.3488E-10,2.90198E-09,,5964.726,
9.4,1.34885E-10,2.4752E-09,,5964.726,
9.2,1.34855E-10,2.15295E-09,,5964.726,
9,1.34836E-10,2.27217E-09,,5964.726,
8.8,1.34827E-10,2.0264E-09,,5964.726,
8.6,1.34813E-10,2.43709E-09,,5964.726,
8.4,1.34788E-10,2.51658E-09,,5964.726,
8.2,1.34771E-10,1.79159E-09,,5964.726,
8,1.34761E-10,2.32745E-09,,5964.726,
7.8,1.34741E-10,2.66363E-09,,5964.726,
7.6,1.34678E-10,2.54445E-09,,5964.726,
7.4,1.34698E-10,2.52775E-09,,5964.726,
7.2,1.34674E-10,1.99192E-09,,5964.726,
7,1.3464E-10,2.3299E-09,,5964.726,
6.8,1.34609E-10,2.28878E-09,,5964.726,
6.6,1.34588E-10,2.41218E-09,,5964.726,
6.4,1.3455E-10,2.41339E-09,,5964.726,
6.2,1.34514E-10,2.48295E-09,,5964.726,
6,1.34484E-10,2.41224E-09,,5964.726,
5.8,1.34446E-10,2.9042E-09,,5964.726,
5.6,1.34404E-10,2.45281E-09,,5964.726,
5.4,1.34351E-10,2.08865E-09,,5964.726,
5.2,1.34314E-10,2.28596E-09,,5964.726,
5,1.34252E-10,2.09466E-09,,5964.726,
4.8,1.34193E-10,2.27232E-09,,5964.726,
4.6,1.34116E-10,2.70271E-09,,5964.726,
4.4,1.34058E-10,2.33736E-09,,5964.726,
4.2,1.3397E-10,2.35013E-09,,5964.726,
4,1.33889E-10,3.16875E-09,,5964.726,
3.8,1.33793E-10,2.69812E-09,,5964.726,
3.6,1.33666E-10,2.62725E-09,,5964.726,
3.4,1.33525E-10,2.8741E-09,,5964.726,
3.2,1.33388E-10,2.93556E-09,,5964.726,
3,1.33206E-10,2.91659E-09,,5964.726,
2.8,1.32996E-10,2.77663E-09,,5964.726,
2.6,1.32773E-10,2.51687E-09,,5964.726,
2.4,1.32494E-10,2.72444E-09,,5964.726,
2.2,1.32155E-10,2.38368E-09,,5964.726,
2,1.31714E-10,3.0209E-09,,5964.726,
1.8,1.31231E-10,2.99692E-09,,5964.726,
1.6,1.30603E-10,2.91917E-09,,5964.726,
1.4,1.29819E-10,3.35828E-09,,5964.726,
1.2,1.28869E-10,4.34466E-09,,5964.726,
1,1.27734E-10,4.77621E-09,,5964.726,
0.8,1.26439E-10,5.91118E-09,,5964.726,
0.6,1.25068E-10,7.5564E-09,,5964.726,
0.4,1.23811E-10,9.37443E-09,,5964.726,
0.2,1.22802E-10,1.0694E-08,,5964.726,
0,1.22082E-10,1.24742E-08,,5964.726,
-0.2,1.2162E-10,1.35503E-08,,5964.726,
-0.4,1.21302E-10,1.39778E-08,,5964.726,
-0.6,1.21085E-10,1.39035E-08,,5964.726,
-0.8,1.20943E-10,1.32926E-08,,5964.726,
-1,1.20835E-10,1.2662E-08,,5964.726,
-1.2,1.20737E-10,1.17567E-08,,5964.726,
-1.4,1.20665E-10,1.0617E-08,,5964.726,
-1.6,1.20591E-10,9.68664E-09,,5964.726,
-1.8,1.20543E-10,8.96067E-09,,5964.726,
-2,1.20502E-10,7.69528E-09,,5964.726,
-2.2,1.20459E-10,6.73208E-09,,5964.726,
-2.4,1.20426E-10,5.87497E-09,,5964.726,
-2.6,1.20401E-10,4.77825E-09,,5964.726,
-2.8,1.20379E-10,4.55176E-09,,5964.726,
-3,1.20367E-10,3.86034E-09,,5964.726,
-3.2,1.20334E-10,3.54922E-09,,5964.726,
-3.4,1.20325E-10,3.28875E-09,,5964.726,
-3.6,1.20302E-10,3.14571E-09,,5964.726,
-3.8,1.20302E-10,3.06048E-09,,5964.726,
-4,1.20264E-10,2.53895E-09,,5964.726,
-4.2,1.20244E-10,2.70764E-09,,5964.726,
-4.4,1.20242E-10,2.87275E-09,,5964.726,
-4.6,1.20214E-10,2.1432E-09,,5964.726,
-4.8,1.20198E-10,2.56581E-09,,5964.726,
-5,1.20188E-10,3.09332E-09,,5964.726,
-5,1.20188E-10,3.09567E-09,,6843.075,
-4.8,1.20215E-10,3.10996E-09,,6843.075,
-4.6,1.20246E-10,3.24943E-09,,6843.075,
-4.4,1.20246E-10,3.25121E-09,,6843.075,
-4.2,1.20285E-10,3.54684E-09,,6843.075,
-4,1.20304E-10,3.42046E-09,,6843.075,
-3.8,1.20319E-10,3.41569E-09,,6843.075,
-3.6,1.20328E-10,4.13631E-09,,6843.075,
-3.4,1.20346E-10,4.2871E-09,,6843.075,
-3.2,1.20382E-10,4.58213E-09,,6843.075,
-3,1.20389E-10,5.46965E-09,,6843.075,
-2.8,1.20403E-10,5.9745E-09,,6843.075,
-2.6,1.20425E-10,6.70525E-09,,6843.075,
-2.4,1.20455E-10,7.33824E-09,,6843.075,
-2.2,1.20486E-10,7.96289E-09,,6843.075,
-2,1.20507E-10,9.20982E-09,,6843.075,
-1.8,1.20553E-10,1.06755E-08,,6843.075,
-1.6,1.206E-10,1.16214E-08,,6843.075,
-1.4,1.20665E-10,1.26931E-08,,6843.075,
-1.2,1.20736E-10,1.34786E-08,,6843.075,
-1,1.20822E-10,1.46981E-08,,6843.075,
-0.8,1.20938E-10,1.52673E-08,,6843.075,
-0.6,1.21085E-10,1.56189E-08,,6843.075,
-0.4,1.21288E-10,1.59442E-08,,6843.075,
-0.2,1.21596E-10,1.53504E-08,,6843.075,
0,1.22093E-10,1.43053E-08,,6843.075,
0.2,1.22809E-10,1.29513E-08,,6843.075,
0.4,1.23852E-10,1.07746E-08,,6843.075,
0.6,1.25114E-10,8.8839E-09,,6843.075,
0.8,1.26482E-10,7.27626E-09,,6843.075,
1,1.27782E-10,5.74077E-09,,6843.075,
1.2,1.28925E-10,5.47853E-09,,6843.075,
1.4,1.29867E-10,4.47013E-09,,6843.075,
1.6,1.30628E-10,4.70578E-09,,6843.075,
1.8,1.31249E-10,3.99377E-09,,6843.075,
2,1.31747E-10,3.50475E-09,,6843.075,
2.2,1.3217E-10,3.52123E-09,,6843.075,
2.4,1.32504E-10,3.53059E-09,,6843.075,
2.6,1.32772E-10,3.53642E-09,,6843.075,
2.8,1.33009E-10,3.07793E-09,,6843.075,
3,1.33222E-10,3.8503E-09,,6843.075,
3.2,1.33389E-10,3.80074E-09,,6843.075,
3.4,1.33538E-10,3.19329E-09,,6843.075,
3.6,1.33662E-10,3.39946E-09,,6843.075,
3.8,1.33754E-10,3.11768E-09,,6843.075,
4,1.33879E-10,3.24497E-09,,6843.075,
4.2,1.33973E-10,2.59105E-09,,6843.075,
4.4,1.34051E-10,3.48211E-09,,6843.075,
4.6,1.34126E-10,3.07437E-09,,6843.075,
4.8,1.3418E-10,2.68035E-09,,6843.075,
5,1.34246E-10,3.0159E-09,,6843.075,
5.2,1.34302E-10,3.09355E-09,,6843.075,
5.4,1.34355E-10,3.03253E-09,,6843.075,
5.6,1.34402E-10,3.14814E-09,,6843.075,
5.8,1.34444E-10,3.19342E-09,,6843.075,
6,1.34469E-10,3.38752E-09,,6843.075,
6.2,1.34509E-10,3.09742E-09,,6843.075,
6.4,1.34554E-10,3.51046E-09,,6843.075,
6.6,1.34588E-10,3.5015E-09,,6843.075,
6.8,1.34618E-10,2.83033E-09,,6843.075,
7,1.34641E-10,2.9847E-09,,6843.075,
7.2,1.34654E-10,3.70333E-09,,6843.075,
7.4,1.3468E-10,3.02044E-09,,6843.075,
7.6,1.34712E-10,3.11997E-09,,6843.075,
7.8,1.34736E-10,2.77603E-09,,6843.075,
8,1.34752E-10,2.87497E-09,,6843.075,
8.2,1.34779E-10,3.42451E-09,,6843.075,
8.4,1.34788E-10,3.16642E-09,,6843.075,
8.6,1.34814E-10,2.64844E-09,,6843.075,
8.8,1.34835E-10,2.79267E-09,,6843.075,
9,1.34845E-10,2.6967E-09,,6843.075,
9.2,1.34853E-10,2.4851E-09,,6843.075,
9.4,1.34882E-10,3.28021E-09,,6843.075,
9.6,1.34887E-10,2.70919E-09,,6843.075,
9.8,1.34899E-10,3.02212E-09,,6843.075,
10,1.34897E-10,2.62236E-09,,6843.075,
10,1.34914E-10,2.91422E-09,,6843.075,
9.8,1.34904E-10,3.24424E-09,,6843.075,
9.6,1.34891E-10,2.55064E-09,,6843.075,
9.4,1.34874E-10,2.92378E-09,,6843.075,
9.2,1.34866E-10,3.00663E-09,,6843.075,
9,1.34848E-10,3.17175E-09,,6843.075,
8.8,1.34828E-10,2.43325E-09,,6843.075,
8.6,1.34815E-10,2.90831E-09,,6843.075,
8.4,1.34794E-10,3.11396E-09,,6843.075,
8.2,1.34768E-10,2.90715E-09,,6843.075,
8,1.34753E-10,3.34168E-09,,6843.075,
7.8,1.34732E-10,3.08419E-09,,6843.075,
7.6,1.34715E-10,2.82015E-09,,6843.075,
7.4,1.3469E-10,3.14859E-09,,6843.075,
7.2,1.34667E-10,2.68129E-09,,6843.075,
7,1.34637E-10,3.26484E-09,,6843.075,
6.8,1.34612E-10,2.44707E-09,,6843.075,
6.6,1.34579E-10,3.12123E-09,,6843.075,
6.4,1.34546E-10,2.94124E-09,,6843.075,
6.2,1.34512E-10,3.04199E-09,,6843.075,
6,1.34491E-10,3.33525E-09,,6843.075,
5.8,1.34448E-10,2.93652E-09,,6843.075,
5.6,1.34401E-10,3.23218E-09,,6843.075,
5.4,1.34353E-10,3.13624E-09,,6843.075,
5.2,1.34287E-10,3.82075E-09,,6843.075,
5,1.34246E-10,3.29068E-09,,6843.075,
4.8,1.34192E-10,3.4874E-09,,6843.075,
4.6,1.34117E-10,3.23591E-09,,6843.075,
4.4,1.34026E-10,3.27847E-09,,6843.075,
4.2,1.33961E-10,3.36175E-09,,6843.075,
4,1.33881E-10,3.09357E-09,,6843.075,
3.8,1.33784E-10,3.2033E-09,,6843.075,
3.6,1.33667E-10,3.16044E-09,,6843.075,
3.4,1.33528E-10,3.21237E-09,,6843.075,
3.2,1.33389E-10,3.53014E-09,,6843.075,
3,1.33197E-10,3.57891E-09,,6843.075,
2.8,1.33006E-10,3.50053E-09,,6843.075,
2.6,1.3276E-10,3.37608E-09,,6843.075,
2.4,1.32477E-10,3.49365E-09,,6843.075,
2.2,1.32142E-10,4.43578E-09,,6843.075,
2,1.31729E-10,3.65259E-09,,6843.075,
1.8,1.3122E-10,3.63854E-09,,6843.075,
1.6,1.3059E-10,4.11868E-09,,6843.075,
1.4,1.29819E-10,4.84388E-09,,6843.075,
1.2,1.28866E-10,5.38259E-09,,6843.075,
1,1.27724E-10,5.95001E-09,,6843.075,
0.8,1.26421E-10,7.24112E-09,,6843.075,
0.6,1.25062E-10,8.94532E-09,,6843.075,
0.4,1.23794E-10,1.06244E-08,,6843.075,
0.2,1.2277E-10,1.31951E-08,,6843.075,
0,1.22055E-10,1.42314E-08,,6843.075,
-0.2,1.21576E-10,1.52241E-08,,6843.075,
-0.4,1.21269E-10,1.54114E-08,,6843.075,
-0.6,1.21066E-10,1.52756E-08,,6843.075,
-0.8,1.20915E-10,1.52071E-08,,6843.075,
-1,1.20801E-10,1.46129E-08,,6843.075,
-1.2,1.20716E-10,1.34435E-08,,6843.075,
-1.4,1.20635E-10,1.26373E-08,,6843.075,
-1.6,1.20571E-10,1.05438E-08,,6843.075,
-1.8,1.2052E-10,9.54599E-09,,6843.075,
-2,1.20475E-10,8.32589E-09,,6843.075,
-2.2,1.20437E-10,7.69608E-09,,6843.075,
-2.4,1.20418E-10,6.76188E-09,,6843.075,
-2.6,1.20389E-10,5.85172E-09,,6843.075,
-2.8,1.20377E-10,5.4929E-09,,6843.075,
-3,1.20348E-10,4.6346E-09,,6843.075,
-3.2,1.20336E-10,3.79954E-09,,6843.075,
-3.4,1.20313E-10,4.25016E-09,,6843.075,
-3.6,1.20304E-10,3.22615E-09,,6843.075,
-3.8,1.20289E-10,3.81625E-09,,6843.075,
-4,1.20278E-10,3.53015E-09,,6843.075,
-4.2,1.20251E-10,3.08372E-09,,6843.075,
-4.4,1.20236E-10,3.24347E-09,,6843.075,
-4.6,1.20227E-10,3.04857E-09,,6843.075,
-4.8,1.20206E-10,2.8483E-09,,6843.075,
-5,1.20178E-10,3.14575E-09,,6843.075,
-5,1.20195E-10,3.35412E-09,,7850.767,
-4.8,1.20211E-10,3.27127E-09,,7850.767,
-4.6,1.20238E-10,3.50133E-09,,7850.767,
-4.4,1.20261E-10,3.2176E-09,,7850.767,
-4.2,1.20288E-10,3.83808E-09,,7850.767,
-4,1.20298E-10,3.66403E-09,,7850.767,
-3.8,1.20326E-10,4.15219E-09,,7850.767,
-3.6,1.20328E-10,4.07708E-09,,7850.767,
-3.4,1.20355E-10,4.97175E-09,,7850.767,
-3.2,1.20371E-10,4.60874E-09,,7850.767,
-3,1.20385E-10,5.45036E-09,,7850.767,
-2.8,1.20412E-10,6.03568E-09,,7850.767,
-2.6,1.20423E-10,6.97684E-09,,7850.767,
-2.4,1.20448E-10,7.79997E-09,,7850.767,
-2.2,1.20476E-10,8.18501E-09,,7850.767,
-2,1.20504E-10,9.90699E-09,,7850.767,
-1.8,1.20543E-10,1.04428E-08,,7850.767,
-1.6,1.20597E-10,1.18948E-08,,7850.767,
-1.4,1.20651E-10,1.39356E-08,,7850.767,
-1.2,1.20725E-10,1.44834E-08,,7850.767,
-1,1.20809E-10,1.61165E-08,,7850.767,
-0.8,1.20918E-10,1.66619E-08,,7850.767,
-0.6,1.2106E-10,1.72394E-08,,7850.767,
-0.4,1.21263E-10,1.74468E-08,,7850.767,
-0.2,1.21578E-10,1.66604E-08,,7850.767,
0,1.22057E-10,1.54938E-08,,7850.767,
0.2,1.22796E-10,1.39318E-08,,7850.767,
0.4,1.23835E-10,1.18804E-08,,7850.767,
0.6,1.25104E-10,9.9094E-09,,7850.767,
0.8,1.26486E-10,8.37045E-09,,7850.767,
1,1.27784E-10,6.69861E-09,,7850.767,
1.2,1.28918E-10,5.20922E-09,,7850.767,
1.4,1.29869E-10,4.75584E-09,,7850.767,
1.6,1.30641E-10,4.50637E-09,,7850.767,
1.8,1.31258E-10,4.87686E-09,,7850.767,
2,1.31763E-10,4.13934E-09,,7850.767,
2.2,1.32165E-10,4.21845E-09,,7850.767,
2.4,1.32505E-10,4.28865E-09,,7850.767,
2.6,1.32787E-10,3.99527E-09,,7850.767,
2.8,1.33021E-10,3.77225E-09,,7850.767,
3,1.33226E-10,3.47712E-09,,7850.767,
3.2,1.33382E-10,4.2098E-09,,7850.767,
3.4,1.33536E-10,2.85074E-09,,7850.767,
3.6,1.33679E-10,3.07758E-09,,7850.767,
3.8,1.3379E-10,3.43874E-09,,7850.767,
4,1.33898E-10,3.42737E-09,,7850.767,
4.2,1.33993E-10,3.56144E-09,,7850.767,
4.4,1.34059E-10,3.02258E-09,,7850.767,
4.6,1.34123E-10,3.57569E-09,,7850.767,
4.8,1.34194E-10,3.63328E-09,,7850.767,
5,1.34261E-10,3.67696E-09,,7850.767,
5.2,1.34316E-10,3.71568E-09,,7850.767,
5.4,1.34368E-10,3.75143E-09,,7850.767,
5.6,1.34411E-10,3.36159E-09,,7850.767,
5.8,1.34445E-10,3.93259E-09,,7850.767,
6,1.34483E-10,3.40507E-09,,7850.767,
6.2,1.34524E-10,3.47718E-09,,7850.767,
6.4,1.34561E-10,3.15112E-09,,7850.767,
6.6,1.34583E-10,3.21608E-09,,7850.767,
6.8,1.34622E-10,3.1356E-09,,7850.767,
7,1.34654E-10,3.4354E-09,,7850.767,
7.2,1.34671E-10,3.15286E-09,,7850.767,
7.4,1.34699E-10,3.59751E-09,,7850.767,
7.6,1.34721E-10,3.00681E-09,,7850.767,
7.8,1.3472E-10,3.46617E-09,,7850.767,
8,1.34761E-10,3.42463E-09,,7850.767,
8.2,1.34776E-10,3.11527E-09,,7850.767,
8.4,1.34803E-10,3.26248E-09,,7850.767,
8.6,1.34819E-10,2.86252E-09,,7850.767,
8.8,1.34839E-10,3.12776E-09,,7850.767,
9,1.34848E-10,2.86728E-09,,7850.767,
9.2,1.34869E-10,3.14622E-09,,7850.767,
9.4,1.34883E-10,2.95131E-09,,7850.767,
9.6,1.34896E-10,2.82494E-09,,7850.767,
9.8,1.34902E-10,3.14502E-09,,7850.767,
10,1.3492E-10,3.26303E-09,,7850.767,
10,1.34927E-10,2.57757E-09,,7850.767,
9.8,1.34909E-10,2.65566E-09,,7850.767,
9.6,1.34899E-10,3.19986E-09,,7850.767,
9.4,1.34887E-10,3.60915E-09,,7850.767,
9.2,1.34867E-10,3.07351E-09,,7850.767,
9,1.34849E-10,3.03298E-09,,7850.767,
8.8,1.34829E-10,3.10253E-09,,7850.767,
8.6,1.34825E-10,2.74093E-09,,7850.767,
8.4,1.34785E-10,2.78664E-09,,7850.767,
8.2,1.34778E-10,3.09679E-09,,7850.767,
8,1.34752E-10,4.1238E-09,,7850.767,
7.8,1.34736E-10,3.65412E-09,,7850.767,
7.6,1.34717E-10,3.9146E-09,,7850.767,
7.4,1.34701E-10,3.24703E-09,,7850.767,
7.2,1.3467E-10,3.1475E-09,,7850.767,
7,1.34647E-10,3.34003E-09,,7850.767,
6.8,1.34622E-10,3.40919E-09,,7850.767,
6.6,1.34591E-10,3.63908E-09,,7850.767,
6.4,1.34557E-10,3.60293E-09,,7850.767,
6.2,1.34521E-10,3.45155E-09,,7850.767,
6,1.34494E-10,3.44739E-09,,7850.767,
5.8,1.34442E-10,3.11302E-09,,7850.767,
5.6,1.34388E-10,3.23583E-09,,7850.767,
5.4,1.34357E-10,3.30936E-09,,7850.767,
5.2,1.34314E-10,3.40037E-09,,7850.767,
5,1.34257E-10,3.09284E-09,,7850.767,
4.8,1.34195E-10,3.30982E-09,,7850.767,
4.6,1.34128E-10,3.4529E-09,,7850.767,
4.4,1.34047E-10,3.18034E-09,,7850.767,
4.2,1.33968E-10,3.88173E-09,,7850.767,
4,1.33886E-10,3.88812E-09,,7850.767,
3.8,1.33785E-10,3.47927E-09,,7850.767,
3.6,1.33672E-10,3.47992E-09,,7850.767,
3.4,1.33527E-10,3.97828E-09,,7850.767,
3.2,1.33389E-10,3.11466E-09,,7850.767,
3,1.33205E-10,3.18666E-09,,7850.767,
2.8,1.33007E-10,3.5543E-09,,7850.767,
2.6,1.32773E-10,3.94402E-09,,7850.767,
2.4,1.32494E-10,3.67651E-09,,7850.767,
2.2,1.32154E-10,4.06825E-09,,7850.767,
2,1.31736E-10,4.12803E-09,,7850.767,
1.8,1.31228E-10,4.25102E-09,,7850.767,
1.6,1.30595E-10,4.68819E-09,,7850.767,
1.4,1.29816E-10,5.51761E-09,,7850.767,
1.2,1.28858E-10,5.69681E-09,,7850.767,
1,1.27711E-10,7.09143E-09,,7850.767,
0.8,1.26422E-10,8.00748E-09,,7850.767,
0.6,1.25046E-10,1.03439E-08,,7850.767,
0.4,1.23776E-10,1.19788E-08,,7850.767,
0.2,1.22766E-10,1.47443E-08,,7850.767,
0,1.22027E-10,1.55278E-08,,7850.767,
-0.2,1.21558E-10,1.70479E-08,,7850.767,
-0.4,1.21252E-10,1.70927E-08,,7850.767,
-0.6,1.21037E-10,1.69485E-08,,7850.767,
-0.8,1.20904E-10,1.64014E-08,,7850.767,
-1,1.20797E-10,1.54704E-08,,7850.767,
-1.2,1.20692E-10,1.43755E-08,,7850.767,
-1.4,1.20621E-10,1.31322E-08,,7850.767,
-1.6,1.2057E-10,1.14042E-08,,7850.767,
-1.8,1.20526E-10,1.06252E-08,,7850.767,
-2,1.20475E-10,8.69762E-09,,7850.767,
-2.2,1.20442E-10,7.73143E-09,,7850.767,
-2.4,1.20414E-10,6.44933E-09,,7850.767,
-2.6,1.204E-10,6.07562E-09,,7850.767,
-2.8,1.20374E-10,5.03254E-09,,7850.767,
-3,1.20354E-10,4.84121E-09,,7850.767,
-3.2,1.2034E-10,4.21119E-09,,7850.767,
-3.4,1.20317E-10,4.53009E-09,,7850.767,
-3.6,1.20302E-10,3.85596E-09,,7850.767,
-3.8,1.20277E-10,3.75225E-09,,7850.767,
-4,1.20282E-10,3.22713E-09,,7850.767,
-4.2,1.20242E-10,3.48941E-09,,7850.767,
-4.4,1.20234E-10,3.21702E-09,,7850.767,
-4.6,1.20223E-10,2.67938E-09,,7850.767,
-4.8,1.202E-10,3.30465E-09,,7850.767,
-5,1.20184E-10,3.14789E-09,,7850.767,
-5,1.20176E-10,4.8808E-09,,9006.849,
-4.8,1.20204E-10,4.69423E-09,,9006.849,
-4.6,1.20227E-10,4.8796E-09,,9006.849,
-4.4,1.20244E-10,5.14483E-09,,9006.849,
-4.2,1.20269E-10,5.16211E-09,,9006.849,
-4,1.20291E-10,5.06793E-09,,9006.849,
-3.8,1.20316E-10,5.55371E-09,,9006.849,
-3.6,1.20319E-10,5.47801E-09,,9006.849,
-3.4,1.2034E-10,6.02637E-09,,9006.849,
-3.2,1.20356E-10,6.4591E-09,,9006.849,
-3,1.20376E-10,7.51171E-09,,9006.849,
-2.8,1.20389E-10,7.73761E-09,,9006.849,
-2.6,1.20407E-10,9.08408E-09,,9006.849,
-2.4,1.20424E-10,9.05845E-09,,9006.849,
-2.2,1.20456E-10,1.05903E-08,,9006.849,
-2,1.20497E-10,1.18515E-08,,9006.849,
-1.8,1.20523E-10,1.26562E-08,,9006.849,
-1.6,1.20577E-10,1.39931E-08,,9006.849,
-1.4,1.20616E-10,1.55464E-08,,9006.849,
-1.2,1.20694E-10,1.70818E-08,,9006.849,
-1,1.20779E-10,1.79806E-08,,9006.849,
-0.8,1.20882E-10,1.90898E-08,,9006.849,
-0.6,1.21032E-10,1.99624E-08,,9006.849,
-0.4,1.21232E-10,1.9985E-08,,9006.849,
-0.2,1.21541E-10,1.99855E-08,,9006.849,
0,1.22032E-10,1.84995E-08,,9006.849,
0.2,1.22765E-10,1.61478E-08,,9006.849,
0.4,1.23801E-10,1.47641E-08,,9006.849,
0.6,1.25089E-10,1.24982E-08,,9006.849,
0.8,1.26456E-10,1.00957E-08,,9006.849,
1,1.27764E-10,9.09281E-09,,9006.849,
1.2,1.28896E-10,7.39731E-09,,9006.849,
1.4,1.29845E-10,6.92735E-09,,9006.849,
1.6,1.30619E-10,6.67082E-09,,9006.849,
1.8,1.3125E-10,6.88938E-09,,9006.849,
2,1.31742E-10,6.08933E-09,,9006.849,
2.2,1.32153E-10,6.3312E-09,,9006.849,
2.4,1.3249E-10,5.60511E-09,,9006.849,
2.6,1.32776E-10,5.87086E-09,,9006.849,
2.8,1.33012E-10,5.74741E-09,,9006.849,
3,1.33199E-10,5.56059E-09,,9006.849,
3.2,1.33376E-10,5.13038E-09,,9006.849,
3.4,1.33536E-10,5.71208E-09,,9006.849,
3.6,1.33656E-10,5.56958E-09,,9006.849,
3.8,1.33778E-10,4.96038E-09,,9006.849,
4,1.33878E-10,5.54567E-09,,9006.849,
4.2,1.33968E-10,5.59929E-09,,9006.849,
4.4,1.34055E-10,5.52416E-09,,9006.849,
4.6,1.34121E-10,5.16949E-09,,9006.849,
4.8,1.34165E-10,5.52452E-09,,9006.849,
5,1.3425E-10,4.95626E-09,,9006.849,
5.2,1.34299E-10,5.49011E-09,,9006.849,
5.4,1.3435E-10,4.9918E-09,,9006.849,
5.6,1.34397E-10,5.2451E-09,,9006.849,
5.8,1.34434E-10,5.21886E-09,,9006.849,
6,1.34473E-10,5.3178E-09,,9006.849,
6.2,1.34513E-10,5.10976E-09,,9006.849,
6.4,1.34541E-10,5.14432E-09,,9006.849,
6.6,1.34574E-10,5.25339E-09,,9006.849,
6.8,1.34605E-10,5.33027E-09,,9006.849,
