Setup title,MFCV-High(1)
-2.4,1.44314E-10,0.000113605,,1452188,
-2.2,1.44335E-10,0.000113673,,1452188,
-2,1.44353E-10,0.000113579,,1452188,
-1.8,1.44373E-10,0.000113748,,1452188,
-1.6,1.44389E-10,0.000113794,,1452188,
-1.4,1.44424E-10,0.000113799,,1452188,
-1.2,1.44459E-10,0.000113904,,1452188,
-1,1.44501E-10,0.000114035,,1452188,
-0.8,1.44578E-10,0.00011418,,1452188,
-0.6,1.44688E-10,0.000114607,,1452188,
-0.4,1.44883E-10,0.00011529,,1452188,
-0.2,1.45201E-10,0.000116564,,1452188,
0,1.45735E-10,0.000118795,,1452188,
0.2,1.46536E-10,0.000122847,,1452188,
0.4,1.47645E-10,0.000128828,,1452188,
0.6,1.48979E-10,0.000136617,,1452188,
0.8,1.50398E-10,0.000144933,,1452188,
1,1.51768E-10,0.000152585,,1452188,
1.2,1.53044E-10,0.000158776,,1452188,
1.4,1.54159E-10,0.000163602,,1452188,
1.6,1.55109E-10,0.000167033,,1452188,
1.8,1.55925E-10,0.000169511,,1452188,
2,1.56607E-10,0.000171163,,1452188,
2.2,1.57196E-10,0.000172207,,1452188,
2.4,1.5769E-10,0.000172852,,1452188,
2.6,1.5811E-10,0.000173419,,1452188,
2.8,1.58482E-10,0.000173504,,1452188,
3,1.58798E-10,0.000173601,,1452188,
3.2,1.59082E-10,0.000173626,,1452188,
3.4,1.59331E-10,0.000173545,,1452188,
3.6,1.5955E-10,0.000173397,,1452188,
3.8,1.5975E-10,0.000173245,,1452188,
4,1.59932E-10,0.000173002,,1452188,
4.2,1.60089E-10,0.000172863,,1452188,
4.4,1.60225E-10,0.000172609,,1452188,
4.6,1.60358E-10,0.000172403,,1452188,
4.8,1.6048E-10,0.000172155,,1452188,
5,1.60593E-10,0.000172008,,1452188,
5.2,1.60699E-10,0.000171805,,1452188,
5.4,1.6079E-10,0.000171528,,1452188,
5.6,1.60869E-10,0.000171327,,1452188,
5.8,1.60949E-10,0.00017106,,1452188,
6,1.61032E-10,0.000170901,,1452188,
6.2,1.61096E-10,0.00017074,,1452188,
6.4,1.61164E-10,0.000170556,,1452188,
6.6,1.61227E-10,0.000170333,,1452188,
6.8,1.61283E-10,0.000170145,,1452188,
7,1.61339E-10,0.000169979,,1452188,
7.2,1.61385E-10,0.000169848,,1452188,
7.4,1.61442E-10,0.000169668,,1452188,
7.6,1.61482E-10,0.000169481,,1452188,
7.8,1.61529E-10,0.000169441,,1452188,
8,1.61567E-10,0.000169187,,1452188,
8.2,1.61611E-10,0.000169127,,1452188,
8.4,1.61645E-10,0.000168987,,1452188,
8.6,1.61679E-10,0.000168832,,1452188,
8.8,1.61715E-10,0.000168702,,1452188,
9,1.61748E-10,0.000168582,,1452188,
9.2,1.61783E-10,0.000168383,,1452188,
9.4,1.61811E-10,0.000168222,,1452188,
9.6,1.61839E-10,0.000168251,,1452188,
9.8,1.61866E-10,0.000168066,,1452188,
10,1.61897E-10,0.000167963,,1452188,
10,1.61889E-10,0.000167964,,1452188,
9.8,1.6186E-10,0.000168164,,1452188,
9.6,1.61835E-10,0.000168286,,1452188,
9.4,1.6181E-10,0.000168244,,1452188,
9.2,1.61775E-10,0.000168438,,1452188,
9,1.61744E-10,0.000168547,,1452188,
8.8,1.61714E-10,0.000168785,,1452188,
8.6,1.61672E-10,0.000168889,,1452188,
8.4,1.61642E-10,0.000168995,,1452188,
8.2,1.61606E-10,0.000169122,,1452188,
8,1.61564E-10,0.000169313,,1452188,
7.8,1.61516E-10,0.000169461,,1452188,
7.6,1.61483E-10,0.000169586,,1452188,
7.4,1.61433E-10,0.000169715,,1452188,
7.2,1.61383E-10,0.000169887,,1452188,
7,1.61332E-10,0.000170098,,1452188,
6.8,1.61287E-10,0.000170296,,1452188,
6.6,1.61217E-10,0.000170527,,1452188,
6.4,1.6116E-10,0.000170629,,1452188,
6.2,1.61084E-10,0.00017076,,1452188,
6,1.61016E-10,0.000170992,,1452188,
5.8,1.60944E-10,0.00017121,,1452188,
5.6,1.6087E-10,0.000171385,,1452188,
5.4,1.60781E-10,0.000171613,,1452188,
5.2,1.60681E-10,0.0001719,,1452188,
5,1.6058E-10,0.00017203,,1452188,
4.8,1.60471E-10,0.000172178,,1452188,
4.6,1.60353E-10,0.000172536,,1452188,
4.4,1.60217E-10,0.000172709,,1452188,
4.2,1.60079E-10,0.000172846,,1452188,
4,1.59906E-10,0.000173031,,1452188,
3.8,1.59739E-10,0.000173304,,1452188,
3.6,1.59535E-10,0.000173404,,1452188,
3.4,1.59318E-10,0.000173535,,1452188,
3.2,1.59069E-10,0.000173691,,1452188,
3,1.58777E-10,0.000173685,,1452188,
2.8,1.5847E-10,0.000173573,,1452188,
2.6,1.58091E-10,0.000173363,,1452188,
2.4,1.57656E-10,0.000172842,,1452188,
2.2,1.57151E-10,0.000172183,,1452188,
2,1.56572E-10,0.000171087,,1452188,
1.8,1.5588E-10,0.00016936,,1452188,
1.6,1.55065E-10,0.000167049,,1452188,
1.4,1.54098E-10,0.00016349,,1452188,
1.2,1.52981E-10,0.000158681,,1452188,
1,1.51698E-10,0.000152264,,1452188,
0.8,1.50321E-10,0.000144633,,1452188,
0.6,1.48896E-10,0.000136341,,1452188,
0.4,1.47566E-10,0.000128457,,1452188,
0.2,1.46474E-10,0.000122548,,1452188,
0,1.45678E-10,0.000118666,,1452188,
-0.2,1.45153E-10,0.000116452,,1452188,
-0.4,1.44841E-10,0.000115214,,1452188,
-0.6,1.44657E-10,0.000114538,,1452188,
-0.8,1.4454E-10,0.000114178,,1452188,
-1,1.44469E-10,0.000114023,,1452188,
-1.2,1.44441E-10,0.000113826,,1452188,
-1.4,1.44398E-10,0.000113817,,1452188,
-1.6,1.4437E-10,0.000113681,,1452188,
-1.8,1.44346E-10,0.000113714,,1452188,
-2,1.44318E-10,0.000113565,,1452188,
-2.2,1.44299E-10,0.000113577,,1452188,
-2.4,1.44283E-10,0.000113564,,1452188,
-2.6,1.44262E-10,0.000113563,,1452188,
-2.8,1.44233E-10,0.000113431,,1452188,
-3,1.44219E-10,0.000113458,,1452188,
-3.2,1.44191E-10,0.000113458,,1452188,
-3.4,1.44171E-10,0.000113369,,1452188,
-3.6,1.44147E-10,0.000113391,,1452188,
-3.8,1.44118E-10,0.000113262,,1452188,
-4,1.44095E-10,0.000113264,,1452188,
-4.2,1.44074E-10,0.000113207,,1452188,
-4.4,1.44036E-10,0.000113327,,1452188,
-4.6,1.44006E-10,0.000113217,,1452188,
-4.8,1.43985E-10,0.000113171,,1452188,
-5,1.43965E-10,0.00011314,,1452188,
-5,1.52574E-10,0.000164287,,1666033,
-4.8,1.52616E-10,0.000164285,,1666033,
-4.6,1.52649E-10,0.000164385,,1666033,
-4.4,1.52686E-10,0.00016443,,1666033,
-4.2,1.52725E-10,0.000164581,,1666033,
-4,1.5275E-10,0.000164517,,1666033,
-3.8,1.5279E-10,0.000164687,,1666033,
-3.6,1.52809E-10,0.000164608,,1666033,
-3.4,1.52842E-10,0.000164681,,1666033,
-3.2,1.52864E-10,0.000164747,,1666033,
-3,1.52882E-10,0.000164758,,1666033,
-2.8,1.52902E-10,0.000164734,,1666033,
-2.6,1.52921E-10,0.000164866,,1666033,
-2.4,1.52948E-10,0.000164888,,1666033,
-2.2,1.52967E-10,0.000164952,,1666033,
-2,1.52985E-10,0.000164974,,1666033,
-1.8,1.53007E-10,0.000165065,,1666033,
-1.6,1.53023E-10,0.000165173,,1666033,
-1.4,1.53059E-10,0.000165197,,1666033,
-1.2,1.53091E-10,0.000165343,,1666033,
-1,1.5314E-10,0.000165467,,1666033,
-0.8,1.53218E-10,0.00016578,,1666033,
-0.6,1.5334E-10,0.000166253,,1666033,
-0.4,1.53533E-10,0.00016721,,1666033,
-0.2,1.53883E-10,0.000168968,,1666033,
0,1.54436E-10,0.000172136,,1666033,
0.2,1.55257E-10,0.0001777,,1666033,
0.4,1.56366E-10,0.000186126,,1666033,
0.6,1.577E-10,0.000196843,,1666033,
0.8,1.59122E-10,0.000208232,,1666033,
1,1.60511E-10,0.000218691,,1666033,
1.2,1.61808E-10,0.000227506,,1666033,
1.4,1.62963E-10,0.000234198,,1666033,
1.6,1.63975E-10,0.000239215,,1666033,
1.8,1.6484E-10,0.000242827,,1666033,
2,1.65576E-10,0.000245348,,1666033,
2.2,1.66216E-10,0.000247062,,1666033,
2.4,1.66771E-10,0.000248286,,1666033,
2.6,1.67239E-10,0.000249081,,1666033,
2.8,1.67651E-10,0.000249487,,1666033,
3,1.68015E-10,0.000249755,,1666033,
3.2,1.68334E-10,0.00024985,,1666033,
3.4,1.68614E-10,0.000249892,,1666033,
3.6,1.68868E-10,0.00024986,,1666033,
3.8,1.69096E-10,0.00024967,,1666033,
4,1.69301E-10,0.000249517,,1666033,
4.2,1.69484E-10,0.000249239,,1666033,
4.4,1.69647E-10,0.000249113,,1666033,
4.6,1.69796E-10,0.000248807,,1666033,
4.8,1.6994E-10,0.000248523,,1666033,
5,1.70068E-10,0.000248248,,1666033,
5.2,1.70189E-10,0.000248134,,1666033,
5.4,1.70299E-10,0.000247864,,1666033,
5.6,1.704E-10,0.000247571,,1666033,
5.8,1.70494E-10,0.000247381,,1666033,
6,1.70581E-10,0.000247065,,1666033,
6.2,1.70663E-10,0.00024686,,1666033,
6.4,1.70746E-10,0.00024663,,1666033,
6.6,1.70808E-10,0.000246367,,1666033,
6.8,1.70886E-10,0.000246232,,1666033,
7,1.70948E-10,0.000246045,,1666033,
7.2,1.71017E-10,0.000245806,,1666033,
7.4,1.71063E-10,0.000245553,,1666033,
7.6,1.71116E-10,0.000245377,,1666033,
7.8,1.7117E-10,0.000245109,,1666033,
8,1.71228E-10,0.00024496,,1666033,
8.2,1.71275E-10,0.000244859,,1666033,
8.4,1.71314E-10,0.000244598,,1666033,
8.6,1.71355E-10,0.000244439,,1666033,
8.8,1.71398E-10,0.000244241,,1666033,
9,1.71434E-10,0.000244073,,1666033,
9.2,1.71468E-10,0.00024397,,1666033,
9.4,1.71507E-10,0.000243747,,1666033,
9.6,1.71544E-10,0.000243615,,1666033,
9.8,1.71579E-10,0.000243461,,1666033,
10,1.71604E-10,0.000243307,,1666033,
10,1.71603E-10,0.000243324,,1666033,
9.8,1.71576E-10,0.000243555,,1666033,
9.6,1.71541E-10,0.000243568,,1666033,
9.4,1.71505E-10,0.000243854,,1666033,
9.2,1.71472E-10,0.000243993,,1666033,
9,1.71434E-10,0.000244102,,1666033,
8.8,1.71399E-10,0.000244275,,1666033,
8.6,1.71353E-10,0.000244487,,1666033,
8.4,1.71315E-10,0.000244586,,1666033,
8.2,1.71261E-10,0.000244824,,1666033,
8,1.71212E-10,0.000245047,,1666033,
7.8,1.7117E-10,0.000245233,,1666033,
7.6,1.71103E-10,0.000245456,,1666033,
7.4,1.71065E-10,0.000245641,,1666033,
7.2,1.71007E-10,0.000245826,,1666033,
7,1.70942E-10,0.00024599,,1666033,
6.8,1.70881E-10,0.000246216,,1666033,
6.6,1.70811E-10,0.000246407,,1666033,
6.4,1.70727E-10,0.000246715,,1666033,
6.2,1.70665E-10,0.000246955,,1666033,
6,1.70575E-10,0.000247126,,1666033,
5.8,1.70495E-10,0.000247338,,1666033,
5.6,1.70392E-10,0.000247602,,1666033,
5.4,1.7029E-10,0.000247803,,1666033,
5.2,1.70175E-10,0.000248152,,1666033,
5,1.70055E-10,0.000248374,,1666033,
4.8,1.69928E-10,0.000248643,,1666033,
4.6,1.69788E-10,0.00024881,,1666033,
4.4,1.69626E-10,0.00024914,,1666033,
4.2,1.69472E-10,0.000249319,,1666033,
4,1.69283E-10,0.000249631,,1666033,
3.8,1.6908E-10,0.000249725,,1666033,
3.6,1.6885E-10,0.00024991,,1666033,
3.4,1.68594E-10,0.000249843,,1666033,
3.2,1.68313E-10,0.000249882,,1666033,
3,1.67996E-10,0.000249728,,1666033,
2.8,1.6763E-10,0.000249524,,1666033,
2.6,1.67209E-10,0.000249073,,1666033,
2.4,1.66729E-10,0.000248236,,1666033,
2.2,1.66181E-10,0.000246986,,1666033,
2,1.65538E-10,0.000245298,,1666033,
1.8,1.64789E-10,0.000242711,,1666033,
1.6,1.63924E-10,0.00023915,,1666033,
1.4,1.62901E-10,0.000234015,,1666033,
1.2,1.61734E-10,0.000227202,,1666033,
1,1.60436E-10,0.00021827,,1666033,
0.8,1.59037E-10,0.000207671,,1666033,
0.6,1.57621E-10,0.000196284,,1666033,
0.4,1.56298E-10,0.000185554,,1666033,
0.2,1.55188E-10,0.00017731,,1666033,
0,1.54371E-10,0.000171933,,1666033,
-0.2,1.53829E-10,0.00016884,,1666033,
-0.4,1.53498E-10,0.000167051,,1666033,
-0.6,1.53299E-10,0.00016621,,1666033,
-0.8,1.53187E-10,0.000165679,,1666033,
-1,1.53112E-10,0.000165451,,1666033,
-1.2,1.5307E-10,0.000165238,,1666033,
-1.4,1.5303E-10,0.000165136,,1666033,
-1.6,1.52998E-10,0.000165017,,1666033,
-1.8,1.52971E-10,0.000165057,,1666033,
-2,1.52945E-10,0.000164938,,1666033,
-2.2,1.52929E-10,0.000164873,,1666033,
-2.4,1.52898E-10,0.000164873,,1666033,
-2.6,1.52878E-10,0.000164851,,1666033,
-2.8,1.52859E-10,0.000164788,,1666033,
-3,1.52831E-10,0.00016473,,1666033,
-3.2,1.52808E-10,0.000164657,,1666033,
-3.4,1.52778E-10,0.000164622,,1666033,
-3.6,1.52759E-10,0.000164584,,1666033,
-3.8,1.52728E-10,0.000164616,,1666033,
-4,1.52699E-10,0.00016448,,1666033,
-4.2,1.52679E-10,0.000164499,,1666033,
-4.4,1.52646E-10,0.000164419,,1666033,
-4.6,1.52612E-10,0.000164313,,1666033,
-4.8,1.5259E-10,0.000164245,,1666033,
-5,1.5256E-10,0.000164198,,1666033,
-5,1.64947E-10,0.000245699,,1911368,
-4.8,1.65E-10,0.000245809,,1911368,
-4.6,1.65042E-10,0.000245964,,1911368,
-4.4,1.65083E-10,0.000246011,,1911368,
-4.2,1.6512E-10,0.000246201,,1911368,
-4,1.65148E-10,0.000246234,,1911368,
-3.8,1.6518E-10,0.000246231,,1911368,
-3.6,1.65219E-10,0.000246402,,1911368,
-3.4,1.65237E-10,0.000246529,,1911368,
-3.2,1.65266E-10,0.000246471,,1911368,
-3,1.65293E-10,0.000246577,,1911368,
-2.8,1.65318E-10,0.00024665,,1911368,
-2.6,1.65339E-10,0.000246699,,1911368,
-2.4,1.65363E-10,0.000246846,,1911368,
-2.2,1.65386E-10,0.000246935,,1911368,
-2,1.65405E-10,0.000246956,,1911368,
-1.8,1.65427E-10,0.000246995,,1911368,
-1.6,1.65453E-10,0.000247047,,1911368,
-1.4,1.65485E-10,0.000247128,,1911368,
-1.2,1.65527E-10,0.000247408,,1911368,
-1,1.65583E-10,0.000247577,,1911368,
-0.8,1.65666E-10,0.000247963,,1911368,
-0.6,1.65794E-10,0.000248689,,1911368,
-0.4,1.66003E-10,0.000250075,,1911368,
-0.2,1.66373E-10,0.000252568,,1911368,
0,1.6695E-10,0.000257199,,1911368,
0.2,1.678E-10,0.000265016,,1911368,
0.4,1.68934E-10,0.00027685,,1911368,
0.6,1.70258E-10,0.000291733,,1911368,
0.8,1.71682E-10,0.000307846,,1911368,
1,1.73095E-10,0.000322692,,1911368,
1.2,1.74426E-10,0.000335175,,1911368,
1.4,1.75636E-10,0.000345031,,1911368,
1.6,1.76718E-10,0.000352494,,1911368,
1.8,1.77648E-10,0.000357984,,1911368,
2,1.78471E-10,0.000361964,,1911368,
2.2,1.79183E-10,0.000364854,,1911368,
2.4,1.79804E-10,0.000366937,,1911368,
2.6,1.80355E-10,0.000368414,,1911368,
2.8,1.80823E-10,0.000369437,,1911368,
3,1.81253E-10,0.000370032,,1911368,
3.2,1.81626E-10,0.000370435,,1911368,
3.4,1.81952E-10,0.000370695,,1911368,
3.6,1.8226E-10,0.000370776,,1911368,
3.8,1.82528E-10,0.000370747,,1911368,
4,1.82769E-10,0.000370655,,1911368,
4.2,1.82979E-10,0.000370563,,1911368,
4.4,1.83189E-10,0.00037039,,1911368,
4.6,1.83364E-10,0.000370276,,1911368,
4.8,1.83545E-10,0.000369934,,1911368,
5,1.83698E-10,0.00036971,,1911368,
5.2,1.83836E-10,0.000369472,,1911368,
5.4,1.83971E-10,0.000369162,,1911368,
5.6,1.84103E-10,0.000368825,,1911368,
5.8,1.84215E-10,0.000368574,,1911368,
6,1.84324E-10,0.000368234,,1911368,
6.2,1.84428E-10,0.000367988,,1911368,
6.4,1.84525E-10,0.000367675,,1911368,
6.6,1.84614E-10,0.000367432,,1911368,
6.8,1.84699E-10,0.000367166,,1911368,
7,1.84775E-10,0.000366856,,1911368,
7.2,1.84855E-10,0.00036669,,1911368,
7.4,1.84919E-10,0.000366415,,1911368,
7.6,1.84988E-10,0.000366137,,1911368,
7.8,1.85058E-10,0.000365992,,1911368,
8,1.85112E-10,0.000365752,,1911368,
8.2,1.85172E-10,0.000365494,,1911368,
8.4,1.85225E-10,0.000365339,,1911368,
8.6,1.85276E-10,0.000365003,,1911368,
8.8,1.85332E-10,0.000364816,,1911368,
9,1.85385E-10,0.000364615,,1911368,
9.2,1.85429E-10,0.000364361,,1911368,
9.4,1.8547E-10,0.000364266,,1911368,
9.6,1.85505E-10,0.000364076,,1911368,
9.8,1.85553E-10,0.000363901,,1911368,
10,1.856E-10,0.000363703,,1911368,
10,1.85591E-10,0.000363704,,1911368,
9.8,1.85552E-10,0.000363822,,1911368,
9.6,1.85507E-10,0.000364144,,1911368,
9.4,1.85472E-10,0.000364305,,1911368,
9.2,1.85423E-10,0.000364542,,1911368,
9,1.85379E-10,0.000364725,,1911368,
8.8,1.85323E-10,0.000364852,,1911368,
8.6,1.8528E-10,0.000365149,,1911368,
8.4,1.85221E-10,0.000365368,,1911368,
8.2,1.85165E-10,0.000365569,,1911368,
8,1.85111E-10,0.000365767,,1911368,
7.8,1.85042E-10,0.000365921,,1911368,
7.6,1.84985E-10,0.000366232,,1911368,
7.4,1.84916E-10,0.000366487,,1911368,
7.2,1.84847E-10,0.000366762,,1911368,
7,1.84762E-10,0.000366961,,1911368,
6.8,1.84681E-10,0.000367297,,1911368,
6.6,1.84599E-10,0.000367532,,1911368,
6.4,1.84515E-10,0.000367758,,1911368,
6.2,1.84409E-10,0.00036815,,1911368,
6,1.84313E-10,0.000368263,,1911368,
5.8,1.84204E-10,0.000368587,,1911368,
5.6,1.84088E-10,0.000368955,,1911368,
5.4,1.83962E-10,0.000369032,,1911368,
5.2,1.83825E-10,0.000369466,,1911368,
5,1.83681E-10,0.000369779,,1911368,
4.8,1.83526E-10,0.000370027,,1911368,
4.6,1.83353E-10,0.000370233,,1911368,
4.4,1.83183E-10,0.000370447,,1911368,
4.2,1.82976E-10,0.000370632,,1911368,
4,1.82749E-10,0.0003708,,1911368,
3.8,1.82502E-10,0.000370903,,1911368,
3.6,1.82235E-10,0.000370828,,1911368,
3.4,1.8193E-10,0.000370702,,1911368,
3.2,1.81596E-10,0.000370504,,1911368,
3,1.81218E-10,0.00037014,,1911368,
2.8,1.80793E-10,0.000369417,,1911368,
2.6,1.80316E-10,0.000368427,,1911368,
2.4,1.79771E-10,0.000366928,,1911368,
2.2,1.79143E-10,0.000364775,,1911368,
2,1.78423E-10,0.000361932,,1911368,
1.8,1.77601E-10,0.000357753,,1911368,
1.6,1.76652E-10,0.000352178,,1911368,
1.4,1.75575E-10,0.000344638,,1911368,
1.2,1.74343E-10,0.00033466,,1911368,
1,1.73011E-10,0.000321982,,1911368,
0.8,1.71603E-10,0.00030702,,1911368,
0.6,1.7018E-10,0.000291018,,1911368,
0.4,1.68857E-10,0.000276112,,1911368,
0.2,1.67732E-10,0.000264528,,1911368,
0,1.66887E-10,0.000256888,,1911368,
-0.2,1.66323E-10,0.000252304,,1911368,
-0.4,1.65974E-10,0.000249809,,1911368,
-0.6,1.65759E-10,0.000248524,,1911368,
-0.8,1.65631E-10,0.000247924,,1911368,
-1,1.65553E-10,0.000247428,,1911368,
-1.2,1.65499E-10,0.000247185,,1911368,
-1.4,1.65458E-10,0.000247141,,1911368,
-1.6,1.65428E-10,0.000246892,,1911368,
-1.8,1.65396E-10,0.000246833,,1911368,
-2,1.65369E-10,0.000246738,,1911368,
-2.2,1.65339E-10,0.000246604,,1911368,
-2.4,1.65319E-10,0.000246598,,1911368,
-2.6,1.65295E-10,0.000246517,,1911368,
-2.8,1.65268E-10,0.000246527,,1911368,
-3,1.65246E-10,0.000246415,,1911368,
-3.2,1.65208E-10,0.000246247,,1911368,
-3.4,1.6518E-10,0.000246299,,1911368,
-3.6,1.65159E-10,0.000246251,,1911368,
-3.8,1.65127E-10,0.000246105,,1911368,
-4,1.65094E-10,0.000246148,,1911368,
-4.2,1.65057E-10,0.000246003,,1911368,
-4.4,1.65038E-10,0.000245881,,1911368,
-4.6,1.65003E-10,0.000245841,,1911368,
-4.8,1.64978E-10,0.000245715,,1911368,
-5,1.64935E-10,0.000245604,,1911368,
-5,1.83317E-10,0.000384625,,2192831,
-4.8,1.8331E-10,0.000384908,,2192831,
-4.6,1.83412E-10,0.000384863,,2192831,
-4.4,1.83418E-10,0.000385281,,2192831,
-4.2,1.83486E-10,0.000385487,,2192831,
-4,1.83512E-10,0.000385852,,2192831,
-3.8,1.83564E-10,0.000385676,,2192831,
-3.6,1.83593E-10,0.000385703,,2192831,
-3.4,1.83606E-10,0.000385532,,2192831,
-3.2,1.83697E-10,0.000385769,,2192831,
-3,1.8375E-10,0.00038581,,2192831,
-2.8,1.83711E-10,0.000385876,,2192831,
-2.6,1.83766E-10,0.000386285,,2192831,
-2.4,1.8384E-10,0.000386259,,2192831,
-2.2,1.83836E-10,0.000385642,,2192831,
-2,1.83818E-10,0.000387025,,2192831,
-1.8,1.83894E-10,0.00038643,,2192831,
-1.6,1.83878E-10,0.000387066,,2192831,
-1.4,1.83914E-10,0.000386807,,2192831,
-1.2,1.8398E-10,0.000387118,,2192831,
-1,1.84054E-10,0.000388014,,2192831,
-0.8,1.84119E-10,0.000388422,,2192831,
-0.6,1.84254E-10,0.000389699,,2192831,
-0.4,1.84513E-10,0.000391334,,2192831,
-0.2,1.84892E-10,0.000395214,,2192831,
0,1.85567E-10,0.000401853,,2192831,
0.2,1.8639E-10,0.0004141,,2192831,
0.4,1.87569E-10,0.000430795,,2192831,
0.6,1.88901E-10,0.000452998,,2192831,
0.8,1.90287E-10,0.000475375,,2192831,
1,1.91705E-10,0.000496844,,2192831,
1.2,1.93105E-10,0.000516005,,2192831,
1.4,1.9442E-10,0.000530801,,2192831,
1.6,1.95553E-10,0.000542205,,2192831,
1.8,1.96607E-10,0.000550749,,2192831,
2,1.97539E-10,0.000557691,,2192831,
2.2,1.98369E-10,0.000562735,,2192831,
2.4,1.99087E-10,0.000566948,,2192831,
2.6,1.99738E-10,0.000569452,,2192831,
2.8,2.00288E-10,0.000571279,,2192831,
3,2.00794E-10,0.000572886,,2192831,
3.2,2.01292E-10,0.000574173,,2192831,
3.4,2.01677E-10,0.000574967,,2192831,
3.6,2.02042E-10,0.000575429,,2192831,
3.8,2.02388E-10,0.000575979,,2192831,
4,2.02679E-10,0.00057645,,2192831,
4.2,2.02972E-10,0.000576152,,2192831,
4.4,2.03222E-10,0.000575967,,2192831,
4.6,2.03403E-10,0.000575883,,2192831,
4.8,2.03669E-10,0.000575874,,2192831,
5,2.03871E-10,0.000575741,,2192831,
5.2,2.04074E-10,0.000575553,,2192831,
5.4,2.0419E-10,0.000574652,,2192831,
5.6,2.04344E-10,0.000575026,,2192831,
5.8,2.04518E-10,0.000574608,,2192831,
6,2.04669E-10,0.000574513,,2192831,
6.2,2.04777E-10,0.000573995,,2192831,
6.4,2.04933E-10,0.000574114,,2192831,
6.6,2.0501E-10,0.000573505,,2192831,
6.8,2.05129E-10,0.000573034,,2192831,
7,2.05251E-10,0.000572919,,2192831,
7.2,2.05355E-10,0.000572856,,2192831,
7.4,2.05447E-10,0.000572391,,2192831,
7.6,2.05552E-10,0.000572126,,2192831,
7.8,2.05613E-10,0.000571938,,2192831,
8,2.05688E-10,0.000571633,,2192831,
8.2,2.05768E-10,0.000571092,,2192831,
8.4,2.05839E-10,0.000571124,,2192831,
8.6,2.05974E-10,0.000570885,,2192831,
8.8,2.05957E-10,0.000570651,,2192831,
9,2.06054E-10,0.000570473,,2192831,
9.2,2.06097E-10,0.000569783,,2192831,
9.4,2.0618E-10,0.000570283,,2192831,
9.6,2.06157E-10,0.00056965,,2192831,
9.8,2.06242E-10,0.000569478,,2192831,
10,2.06295E-10,0.000569949,,2192831,
10,2.06302E-10,0.000569037,,2192831,
9.8,2.06222E-10,0.000569757,,2192831,
9.6,2.062E-10,0.000569745,,2192831,
9.4,2.06196E-10,0.000570569,,2192831,
9.2,2.06046E-10,0.000570129,,2192831,
9,2.06024E-10,0.000570371,,2192831,
8.8,2.05954E-10,0.000570834,,2192831,
8.6,2.05932E-10,0.00057148,,2192831,
8.4,2.0583E-10,0.000571778,,2192831,
8.2,2.05743E-10,0.00057132,,2192831,
8,2.05675E-10,0.000571897,,2192831,
7.8,2.0561E-10,0.000572342,,2192831,
7.6,2.05521E-10,0.000572424,,2192831,
7.4,2.05438E-10,0.000572223,,2192831,
7.2,2.05353E-10,0.000573314,,2192831,
7,2.05244E-10,0.000573025,,2192831,
6.8,2.05142E-10,0.000573446,,2192831,
6.6,2.0502E-10,0.000573605,,2192831,
6.4,2.04881E-10,0.000574318,,2192831,
6.2,2.04773E-10,0.000574089,,2192831,
6,2.04649E-10,0.000574081,,2192831,
5.8,2.04529E-10,0.000574685,,2192831,
5.6,2.04349E-10,0.000574967,,2192831,
5.4,2.04204E-10,0.000575723,,2192831,
5.2,2.04001E-10,0.000575443,,2192831,
5,2.03848E-10,0.000575819,,2192831,
4.8,2.03635E-10,0.000576281,,2192831,
4.6,2.03408E-10,0.000576241,,2192831,
4.4,2.03192E-10,0.000576365,,2192831,
4.2,2.0296E-10,0.000575881,,2192831,
4,2.02645E-10,0.000576141,,2192831,
3.8,2.02327E-10,0.00057556,,2192831,
3.6,2.02021E-10,0.000575383,,2192831,
3.4,2.01635E-10,0.000574891,,2192831,
3.2,2.01223E-10,0.00057356,,2192831,
3,2.00831E-10,0.000572937,,2192831,
2.8,2.00287E-10,0.000571216,,2192831,
2.6,1.99658E-10,0.00056935,,2192831,
2.4,1.99084E-10,0.000566217,,2192831,
2.2,1.98315E-10,0.000562945,,2192831,
2,1.9751E-10,0.000557546,,2192831,
1.8,1.96546E-10,0.000550922,,2192831,
1.6,1.95517E-10,0.0005417,,2192831,
1.4,1.94323E-10,0.000530144,,2192831,
1.2,1.93044E-10,0.000514562,,2192831,
1,1.91636E-10,0.000495683,,2192831,
0.8,1.90232E-10,0.00047417,,2192831,
0.6,1.88813E-10,0.000450866,,2192831,
0.4,1.87496E-10,0.000429578,,2192831,
0.2,1.86338E-10,0.000412766,,2192831,
0,1.85462E-10,0.000401775,,2192831,
-0.2,1.84866E-10,0.000394352,,2192831,
-0.4,1.84497E-10,0.000390693,,2192831,
-0.6,1.84235E-10,0.00038889,,2192831,
-0.8,1.84114E-10,0.000388097,,2192831,
-1,1.84019E-10,0.000387442,,2192831,
-1.2,1.83959E-10,0.000386598,,2192831,
-1.4,1.83873E-10,0.000386689,,2192831,
-1.6,1.83894E-10,0.000386734,,2192831,
-1.8,1.83828E-10,0.00038626,,2192831,
-2,1.83809E-10,0.000386335,,2192831,
-2.2,1.83771E-10,0.000385717,,2192831,
-2.4,1.83745E-10,0.000385857,,2192831,
-2.6,1.83685E-10,0.000386,,2192831,
-2.8,1.83675E-10,0.000385727,,2192831,
-3,1.83626E-10,0.000384937,,2192831,
