Setup title,MFCV-Low(1)(1)
-3.6,1.20286E-10,2.27996E-07,,81123.34,
-3.8,1.20315E-10,2.26892E-07,,81123.34,
-4,1.2027E-10,2.19641E-07,,81123.34,
-4.2,1.20261E-10,2.23557E-07,,81123.34,
-4.4,1.20225E-10,2.19173E-07,,81123.34,
-4.6,1.20208E-10,2.17433E-07,,81123.34,
-4.8,1.20198E-10,2.21445E-07,,81123.34,
-5,1.20148E-10,2.27593E-07,,81123.34,
-5,1.20208E-10,2.9544E-07,,93069.34,
-4.8,1.20235E-10,2.95265E-07,,93069.34,
-4.6,1.20262E-10,2.9574E-07,,93069.34,
-4.4,1.20292E-10,2.98503E-07,,93069.34,
-4.2,1.20307E-10,3.00218E-07,,93069.34,
-4,1.20331E-10,2.97934E-07,,93069.34,
-3.8,1.20355E-10,2.9696E-07,,93069.34,
-3.6,1.20381E-10,3.01273E-07,,93069.34,
-3.4,1.20393E-10,2.97768E-07,,93069.34,
-3.2,1.2041E-10,3.04465E-07,,93069.34,
-3,1.20425E-10,3.04715E-07,,93069.34,
-2.8,1.20445E-10,2.99445E-07,,93069.34,
-2.6,1.20452E-10,3.00439E-07,,93069.34,
-2.4,1.20471E-10,3.0719E-07,,93069.34,
-2.2,1.20491E-10,3.04459E-07,,93069.34,
-2,1.20515E-10,3.11907E-07,,93069.34,
-1.8,1.20514E-10,3.17581E-07,,93069.34,
-1.6,1.20541E-10,3.17531E-07,,93069.34,
-1.4,1.20555E-10,3.2495E-07,,93069.34,
-1.2,1.20608E-10,3.35239E-07,,93069.34,
-1,1.20648E-10,3.45153E-07,,93069.34,
-0.8,1.20725E-10,3.56179E-07,,93069.34,
-0.6,1.20849E-10,3.60919E-07,,93069.34,
-0.4,1.2103E-10,3.72974E-07,,93069.34,
-0.2,1.21319E-10,3.85068E-07,,93069.34,
0,1.2182E-10,3.95339E-07,,93069.34,
0.2,1.22572E-10,3.99403E-07,,93069.34,
0.4,1.23635E-10,4.17114E-07,,93069.34,
0.6,1.24963E-10,4.34117E-07,,93069.34,
0.8,1.26374E-10,4.52603E-07,,93069.34,
1,1.27711E-10,4.67952E-07,,93069.34,
1.2,1.28888E-10,4.7904E-07,,93069.34,
1.4,1.29856E-10,4.96104E-07,,93069.34,
1.6,1.30655E-10,5.02085E-07,,93069.34,
1.8,1.31279E-10,5.08325E-07,,93069.34,
2,1.31806E-10,5.06301E-07,,93069.34,
2.2,1.32219E-10,5.12065E-07,,93069.34,
2.4,1.32563E-10,5.01623E-07,,93069.34,
2.6,1.32843E-10,5.03315E-07,,93069.34,
2.8,1.33076E-10,4.9513E-07,,93069.34,
3,1.33296E-10,4.92947E-07,,93069.34,
3.2,1.33467E-10,4.93415E-07,,93069.34,
3.4,1.33632E-10,4.93078E-07,,93069.34,
3.6,1.33755E-10,4.84926E-07,,93069.34,
3.8,1.33866E-10,4.87265E-07,,93069.34,
4,1.33962E-10,4.86696E-07,,93069.34,
4.2,1.34059E-10,4.7888E-07,,93069.34,
4.4,1.34138E-10,4.79708E-07,,93069.34,
4.6,1.34229E-10,4.87924E-07,,93069.34,
4.8,1.34295E-10,4.75802E-07,,93069.34,
5,1.34349E-10,4.70171E-07,,93069.34,
5.2,1.34405E-10,4.75208E-07,,93069.34,
5.4,1.3444E-10,4.76302E-07,,93069.34,
5.6,1.34493E-10,4.76255E-07,,93069.34,
5.8,1.34536E-10,4.71281E-07,,93069.34,
6,1.34585E-10,4.73363E-07,,93069.34,
6.2,1.34605E-10,4.6671E-07,,93069.34,
6.4,1.34642E-10,4.67189E-07,,93069.34,
6.6,1.34663E-10,4.68963E-07,,93069.34,
6.8,1.3471E-10,4.64746E-07,,93069.34,
7,1.34729E-10,4.73392E-07,,93069.34,
7.2,1.34775E-10,4.65247E-07,,93069.34,
7.4,1.34779E-10,4.63166E-07,,93069.34,
7.6,1.3481E-10,4.54867E-07,,93069.34,
7.8,1.34829E-10,4.65695E-07,,93069.34,
8,1.34843E-10,4.63536E-07,,93069.34,
8.2,1.3488E-10,4.6659E-07,,93069.34,
8.4,1.34904E-10,4.63292E-07,,93069.34,
8.6,1.34912E-10,4.63566E-07,,93069.34,
8.8,1.34927E-10,4.63809E-07,,93069.34,
9,1.34942E-10,4.65756E-07,,93069.34,
9.2,1.34942E-10,4.58008E-07,,93069.34,
9.4,1.34963E-10,4.62238E-07,,93069.34,
9.6,1.34992E-10,4.52098E-07,,93069.34,
9.8,1.35E-10,4.65155E-07,,93069.34,
10,1.35021E-10,4.55802E-07,,93069.34,
10,1.35008E-10,4.63253E-07,,93069.34,
9.8,1.35008E-10,4.54093E-07,,93069.34,
9.6,1.34981E-10,4.66504E-07,,93069.34,
9.4,1.34964E-10,4.5635E-07,,93069.34,
9.2,1.34941E-10,4.59808E-07,,93069.34,
9,1.34926E-10,4.60477E-07,,93069.34,
8.8,1.34925E-10,4.66366E-07,,93069.34,
8.6,1.34905E-10,4.58298E-07,,93069.34,
8.4,1.3491E-10,4.63983E-07,,93069.34,
8.2,1.34882E-10,4.67329E-07,,93069.34,
8,1.34852E-10,4.6099E-07,,93069.34,
7.8,1.34823E-10,4.60683E-07,,93069.34,
7.6,1.34805E-10,4.64064E-07,,93069.34,
7.4,1.34783E-10,4.65973E-07,,93069.34,
7.2,1.34761E-10,4.69581E-07,,93069.34,
7,1.34728E-10,4.60012E-07,,93069.34,
6.8,1.34728E-10,4.71967E-07,,93069.34,
6.6,1.3468E-10,4.6932E-07,,93069.34,
6.4,1.34641E-10,4.70259E-07,,93069.34,
6.2,1.34601E-10,4.77062E-07,,93069.34,
6,1.34574E-10,4.73805E-07,,93069.34,
5.8,1.34532E-10,4.70244E-07,,93069.34,
5.6,1.34499E-10,4.80355E-07,,93069.34,
5.4,1.34438E-10,4.76517E-07,,93069.34,
5.2,1.34411E-10,4.83647E-07,,93069.34,
5,1.34336E-10,4.68009E-07,,93069.34,
4.8,1.34287E-10,4.78288E-07,,93069.34,
4.6,1.34201E-10,4.77783E-07,,93069.34,
4.4,1.34144E-10,4.95459E-07,,93069.34,
4.2,1.34058E-10,4.89411E-07,,93069.34,
4,1.33975E-10,4.88799E-07,,93069.34,
3.8,1.33863E-10,4.85847E-07,,93069.34,
3.6,1.33748E-10,4.90291E-07,,93069.34,
3.4,1.33612E-10,4.93408E-07,,93069.34,
3.2,1.33464E-10,4.96502E-07,,93069.34,
3,1.33278E-10,5.01859E-07,,93069.34,
2.8,1.33086E-10,4.9585E-07,,93069.34,
2.6,1.32837E-10,5.02624E-07,,93069.34,
2.4,1.32553E-10,5.05998E-07,,93069.34,
2.2,1.32197E-10,5.00337E-07,,93069.34,
2,1.31766E-10,5.06269E-07,,93069.34,
1.8,1.3124E-10,5.04389E-07,,93069.34,
1.6,1.30609E-10,5.04527E-07,,93069.34,
1.4,1.29805E-10,4.94654E-07,,93069.34,
1.2,1.28817E-10,4.84529E-07,,93069.34,
1,1.27642E-10,4.64167E-07,,93069.34,
0.8,1.26314E-10,4.44222E-07,,93069.34,
0.6,1.24882E-10,4.22008E-07,,93069.34,
0.4,1.2358E-10,4.07464E-07,,93069.34,
0.2,1.22526E-10,3.97613E-07,,93069.34,
0,1.21766E-10,3.95557E-07,,93069.34,
-0.2,1.21294E-10,3.78859E-07,,93069.34,
-0.4,1.20995E-10,3.70533E-07,,93069.34,
-0.6,1.2082E-10,3.629E-07,,93069.34,
-0.8,1.20709E-10,3.49791E-07,,93069.34,
-1,1.20634E-10,3.4246E-07,,93069.34,
-1.2,1.20589E-10,3.34698E-07,,93069.34,
-1.4,1.20544E-10,3.27734E-07,,93069.34,
-1.6,1.20518E-10,3.1624E-07,,93069.34,
-1.8,1.2049E-10,3.12845E-07,,93069.34,
-2,1.20473E-10,3.04169E-07,,93069.34,
-2.2,1.2046E-10,3.04372E-07,,93069.34,
-2.4,1.20445E-10,2.96768E-07,,93069.34,
-2.6,1.20416E-10,3.07242E-07,,93069.34,
-2.8,1.20403E-10,3.00956E-07,,93069.34,
-3,1.20383E-10,2.9899E-07,,93069.34,
-3.2,1.20366E-10,3.00583E-07,,93069.34,
-3.4,1.20356E-10,2.98355E-07,,93069.34,
-3.6,1.20332E-10,2.97463E-07,,93069.34,
-3.8,1.20321E-10,2.9415E-07,,93069.34,
-4,1.20303E-10,3.0032E-07,,93069.34,
-4.2,1.20271E-10,3.00364E-07,,93069.34,
-4.4,1.20261E-10,2.98535E-07,,93069.34,
-4.6,1.20236E-10,2.94246E-07,,93069.34,
-4.8,1.20221E-10,2.93478E-07,,93069.34,
-5,1.20205E-10,2.98027E-07,,93069.34,
-5,1.20232E-10,3.93059E-07,,106774.5,
-4.8,1.20266E-10,3.89659E-07,,106774.5,
-4.6,1.20292E-10,3.92642E-07,,106774.5,
-4.4,1.20318E-10,3.89153E-07,,106774.5,
-4.2,1.20349E-10,3.9145E-07,,106774.5,
-4,1.20363E-10,3.94697E-07,,106774.5,
-3.8,1.20387E-10,3.91798E-07,,106774.5,
-3.6,1.20404E-10,3.96534E-07,,106774.5,
-3.4,1.20422E-10,3.94273E-07,,106774.5,
-3.2,1.20444E-10,3.93395E-07,,106774.5,
-3,1.20456E-10,3.96177E-07,,106774.5,
-2.8,1.2047E-10,3.95728E-07,,106774.5,
-2.6,1.20488E-10,3.95786E-07,,106774.5,
-2.4,1.205E-10,4.00445E-07,,106774.5,
-2.2,1.2052E-10,4.08209E-07,,106774.5,
-2,1.20539E-10,4.05203E-07,,106774.5,
-1.8,1.20556E-10,4.13498E-07,,106774.5,
-1.6,1.20569E-10,4.17126E-07,,106774.5,
-1.4,1.20601E-10,4.23279E-07,,106774.5,
-1.2,1.20636E-10,4.34045E-07,,106774.5,
-1,1.20684E-10,4.46365E-07,,106774.5,
-0.8,1.20756E-10,4.5625E-07,,106774.5,
-0.6,1.20869E-10,4.69338E-07,,106774.5,
-0.4,1.2106E-10,4.76375E-07,,106774.5,
-0.2,1.21353E-10,4.92382E-07,,106774.5,
0,1.21843E-10,4.99863E-07,,106774.5,
0.2,1.22599E-10,5.16529E-07,,106774.5,
0.4,1.23662E-10,5.36583E-07,,106774.5,
0.6,1.24992E-10,5.59342E-07,,106774.5,
0.8,1.26401E-10,5.84546E-07,,106774.5,
1,1.27745E-10,6.14232E-07,,106774.5,
1.2,1.28917E-10,6.33564E-07,,106774.5,
1.4,1.29888E-10,6.50612E-07,,106774.5,
1.6,1.30687E-10,6.61832E-07,,106774.5,
1.8,1.31315E-10,6.57892E-07,,106774.5,
2,1.31836E-10,6.60311E-07,,106774.5,
2.2,1.32258E-10,6.6674E-07,,106774.5,
2.4,1.32598E-10,6.57153E-07,,106774.5,
2.6,1.32891E-10,6.59187E-07,,106774.5,
2.8,1.3313E-10,6.57514E-07,,106774.5,
3,1.33331E-10,6.55977E-07,,106774.5,
3.2,1.33507E-10,6.55992E-07,,106774.5,
3.4,1.33653E-10,6.48894E-07,,106774.5,
3.6,1.33785E-10,6.48038E-07,,106774.5,
3.8,1.33906E-10,6.45813E-07,,106774.5,
4,1.34007E-10,6.4275E-07,,106774.5,
4.2,1.34105E-10,6.36683E-07,,106774.5,
4.4,1.34183E-10,6.39308E-07,,106774.5,
4.6,1.34249E-10,6.35128E-07,,106774.5,
4.8,1.34321E-10,6.32015E-07,,106774.5,
5,1.34374E-10,6.32318E-07,,106774.5,
5.2,1.34435E-10,6.29915E-07,,106774.5,
5.4,1.34487E-10,6.30821E-07,,106774.5,
5.6,1.34531E-10,6.27323E-07,,106774.5,
5.8,1.34572E-10,6.26049E-07,,106774.5,
6,1.34611E-10,6.24972E-07,,106774.5,
6.2,1.34656E-10,6.18887E-07,,106774.5,
6.4,1.34685E-10,6.21166E-07,,106774.5,
6.6,1.34708E-10,6.18792E-07,,106774.5,
6.8,1.34742E-10,6.17113E-07,,106774.5,
7,1.3477E-10,6.15661E-07,,106774.5,
7.2,1.34796E-10,6.12976E-07,,106774.5,
7.4,1.34822E-10,6.12943E-07,,106774.5,
7.6,1.34854E-10,6.13977E-07,,106774.5,
7.8,1.34873E-10,6.12395E-07,,106774.5,
8,1.34897E-10,6.10175E-07,,106774.5,
8.2,1.34909E-10,6.1139E-07,,106774.5,
8.4,1.34935E-10,6.08508E-07,,106774.5,
8.6,1.34953E-10,6.0726E-07,,106774.5,
8.8,1.34959E-10,6.11515E-07,,106774.5,
9,1.3498E-10,6.07793E-07,,106774.5,
9.2,1.3499E-10,6.10253E-07,,106774.5,
9.4,1.35007E-10,6.08422E-07,,106774.5,
9.6,1.35022E-10,6.04695E-07,,106774.5,
9.8,1.35039E-10,6.05444E-07,,106774.5,
10,1.35049E-10,6.04728E-07,,106774.5,
10,1.35046E-10,6.05682E-07,,106774.5,
9.8,1.35038E-10,6.01856E-07,,106774.5,
9.6,1.35015E-10,6.05983E-07,,106774.5,
9.4,1.3501E-10,6.04941E-07,,106774.5,
9.2,1.34992E-10,6.09139E-07,,106774.5,
9,1.34977E-10,6.05559E-07,,106774.5,
8.8,1.34956E-10,6.10496E-07,,106774.5,
8.6,1.34936E-10,6.12411E-07,,106774.5,
8.4,1.34922E-10,6.09993E-07,,106774.5,
8.2,1.34909E-10,6.13464E-07,,106774.5,
8,1.34891E-10,6.17918E-07,,106774.5,
7.8,1.34868E-10,6.15107E-07,,106774.5,
7.6,1.34849E-10,6.16051E-07,,106774.5,
7.4,1.34825E-10,6.12353E-07,,106774.5,
7.2,1.34804E-10,6.16939E-07,,106774.5,
7,1.3477E-10,6.13975E-07,,106774.5,
6.8,1.34743E-10,6.21535E-07,,106774.5,
6.6,1.34719E-10,6.19219E-07,,106774.5,
6.4,1.34683E-10,6.17001E-07,,106774.5,
6.2,1.34648E-10,6.21636E-07,,106774.5,
6,1.34605E-10,6.24263E-07,,106774.5,
5.8,1.34567E-10,6.2568E-07,,106774.5,
5.6,1.34529E-10,6.24457E-07,,106774.5,
5.4,1.34489E-10,6.27716E-07,,106774.5,
5.2,1.34434E-10,6.30243E-07,,106774.5,
5,1.34376E-10,6.31847E-07,,106774.5,
4.8,1.34319E-10,6.37033E-07,,106774.5,
4.6,1.34249E-10,6.35557E-07,,106774.5,
4.4,1.34172E-10,6.36329E-07,,106774.5,
4.2,1.34093E-10,6.42811E-07,,106774.5,
4,1.34001E-10,6.42756E-07,,106774.5,
3.8,1.33894E-10,6.42757E-07,,106774.5,
3.6,1.33779E-10,6.48027E-07,,106774.5,
3.4,1.33652E-10,6.49884E-07,,106774.5,
3.2,1.33495E-10,6.54974E-07,,106774.5,
3,1.33316E-10,6.55466E-07,,106774.5,
2.8,1.33112E-10,6.61014E-07,,106774.5,
2.6,1.32868E-10,6.61329E-07,,106774.5,
2.4,1.32576E-10,6.60994E-07,,106774.5,
2.2,1.32233E-10,6.68424E-07,,106774.5,
2,1.31802E-10,6.66656E-07,,106774.5,
1.8,1.31282E-10,6.60649E-07,,106774.5,
1.6,1.30646E-10,6.5701E-07,,106774.5,
1.4,1.29838E-10,6.44879E-07,,106774.5,
1.2,1.28853E-10,6.28333E-07,,106774.5,
1,1.27674E-10,6.10467E-07,,106774.5,
0.8,1.26328E-10,5.81902E-07,,106774.5,
0.6,1.24917E-10,5.5447E-07,,106774.5,
0.4,1.23599E-10,5.30571E-07,,106774.5,
0.2,1.22539E-10,5.14808E-07,,106774.5,
0,1.21793E-10,5.01156E-07,,106774.5,
-0.2,1.21318E-10,4.88231E-07,,106774.5,
-0.4,1.2102E-10,4.76719E-07,,106774.5,
-0.6,1.2084E-10,4.62339E-07,,106774.5,
-0.8,1.20729E-10,4.48696E-07,,106774.5,
-1,1.20661E-10,4.35103E-07,,106774.5,
-1.2,1.20612E-10,4.26693E-07,,106774.5,
-1.4,1.20578E-10,4.21833E-07,,106774.5,
-1.6,1.20547E-10,4.12861E-07,,106774.5,
-1.8,1.20529E-10,4.09626E-07,,106774.5,
-2,1.20509E-10,4.0529E-07,,106774.5,
-2.2,1.20484E-10,4.01323E-07,,106774.5,
-2.4,1.20474E-10,3.99512E-07,,106774.5,
-2.6,1.20454E-10,3.9626E-07,,106774.5,
-2.8,1.20437E-10,3.98116E-07,,106774.5,
-3,1.2042E-10,3.95543E-07,,106774.5,
-3.2,1.20408E-10,3.94233E-07,,106774.5,
-3.4,1.20382E-10,3.92889E-07,,106774.5,
-3.6,1.20372E-10,3.91096E-07,,106774.5,
-3.8,1.20348E-10,3.92267E-07,,106774.5,
-4,1.20327E-10,3.94313E-07,,106774.5,
-4.2,1.20309E-10,3.90495E-07,,106774.5,
-4.4,1.20297E-10,3.90675E-07,,106774.5,
-4.6,1.20269E-10,3.90082E-07,,106774.5,
-4.8,1.20257E-10,3.92032E-07,,106774.5,
-5,1.20229E-10,3.87636E-07,,106774.5,
-5,1.20291E-10,5.13442E-07,,122497.8,
-4.8,1.20316E-10,5.16477E-07,,122497.8,
-4.6,1.20337E-10,5.13542E-07,,122497.8,
-4.4,1.20367E-10,5.20898E-07,,122497.8,
-4.2,1.20396E-10,5.13808E-07,,122497.8,
-4,1.20413E-10,5.18114E-07,,122497.8,
-3.8,1.20432E-10,5.26383E-07,,122497.8,
-3.6,1.20447E-10,5.19033E-07,,122497.8,
-3.4,1.2047E-10,5.12974E-07,,122497.8,
-3.2,1.20476E-10,5.13301E-07,,122497.8,
-3,1.20491E-10,5.14479E-07,,122497.8,
-2.8,1.20528E-10,5.14569E-07,,122497.8,
-2.6,1.20529E-10,5.14855E-07,,122497.8,
-2.4,1.20553E-10,5.19405E-07,,122497.8,
-2.2,1.20561E-10,5.33862E-07,,122497.8,
-2,1.20595E-10,5.27301E-07,,122497.8,
-1.8,1.20602E-10,5.29029E-07,,122497.8,
-1.6,1.20615E-10,5.39861E-07,,122497.8,
-1.4,1.20647E-10,5.48582E-07,,122497.8,
-1.2,1.20678E-10,5.53661E-07,,122497.8,
-1,1.20731E-10,5.72885E-07,,122497.8,
-0.8,1.20794E-10,5.72679E-07,,122497.8,
-0.6,1.20904E-10,5.92664E-07,,122497.8,
-0.4,1.21092E-10,6.12941E-07,,122497.8,
-0.2,1.21409E-10,6.35821E-07,,122497.8,
0,1.21876E-10,6.35115E-07,,122497.8,
0.2,1.22639E-10,6.5878E-07,,122497.8,
0.4,1.23707E-10,6.96852E-07,,122497.8,
0.6,1.25026E-10,7.19042E-07,,122497.8,
0.8,1.26442E-10,7.672E-07,,122497.8,
1,1.27777E-10,8.01761E-07,,122497.8,
1.2,1.28981E-10,8.27681E-07,,122497.8,
1.4,1.29943E-10,8.55295E-07,,122497.8,
1.6,1.30742E-10,8.59459E-07,,122497.8,
1.8,1.3136E-10,8.67696E-07,,122497.8,
2,1.31881E-10,8.63408E-07,,122497.8,
2.2,1.32299E-10,8.72052E-07,,122497.8,
2.4,1.32649E-10,8.62475E-07,,122497.8,
2.6,1.32943E-10,8.63319E-07,,122497.8,
2.8,1.33184E-10,8.65442E-07,,122497.8,
3,1.3338E-10,8.74665E-07,,122497.8,
3.2,1.33556E-10,8.5028E-07,,122497.8,
3.4,1.33709E-10,8.47321E-07,,122497.8,
3.6,1.33831E-10,8.53087E-07,,122497.8,
3.8,1.33955E-10,8.43512E-07,,122497.8,
4,1.34051E-10,8.42102E-07,,122497.8,
4.2,1.34164E-10,8.4155E-07,,122497.8,
4.4,1.34228E-10,8.48041E-07,,122497.8,
4.6,1.34308E-10,8.48578E-07,,122497.8,
4.8,1.34378E-10,8.43569E-07,,122497.8,
5,1.34431E-10,8.303E-07,,122497.8,
5.2,1.34479E-10,8.24519E-07,,122497.8,
5.4,1.34547E-10,8.20413E-07,,122497.8,
5.6,1.34579E-10,8.15312E-07,,122497.8,
5.8,1.34617E-10,8.24833E-07,,122497.8,
6,1.34652E-10,8.32077E-07,,122497.8,
6.2,1.34707E-10,8.21606E-07,,122497.8,
6.4,1.34726E-10,8.13387E-07,,122497.8,
6.6,1.34769E-10,8.05363E-07,,122497.8,
6.8,1.34796E-10,8.14843E-07,,122497.8,
7,1.34829E-10,7.9104E-07,,122497.8,
7.2,1.34848E-10,8.07633E-07,,122497.8,
7.4,1.34877E-10,8.1402E-07,,122497.8,
7.6,1.34899E-10,8.10745E-07,,122497.8,
7.8,1.34903E-10,8.09807E-07,,122497.8,
8,1.34951E-10,8.17292E-07,,122497.8,
8.2,1.34953E-10,7.96547E-07,,122497.8,
8.4,1.3498E-10,8.02346E-07,,122497.8,
8.6,1.34984E-10,7.99782E-07,,122497.8,
8.8,1.35028E-10,8.02914E-07,,122497.8,
9,1.35038E-10,8.00056E-07,,122497.8,
9.2,1.35043E-10,7.97738E-07,,122497.8,
9.4,1.35062E-10,7.88611E-07,,122497.8,
9.6,1.35054E-10,7.8236E-07,,122497.8,
9.8,1.35105E-10,7.99328E-07,,122497.8,
10,1.351E-10,7.93845E-07,,122497.8,
10,1.35094E-10,7.95769E-07,,122497.8,
9.8,1.3509E-10,7.94229E-07,,122497.8,
9.6,1.3508E-10,8.05137E-07,,122497.8,
9.4,1.35079E-10,7.90829E-07,,122497.8,
9.2,1.35048E-10,7.95449E-07,,122497.8,
9,1.3504E-10,7.96472E-07,,122497.8,
8.8,1.35021E-10,7.96652E-07,,122497.8,
8.6,1.35E-10,8.01595E-07,,122497.8,
8.4,1.34976E-10,8.07904E-07,,122497.8,
8.2,1.3497E-10,8.0599E-07,,122497.8,
8,1.34933E-10,8.0804E-07,,122497.8,
7.8,1.34919E-10,8.01497E-07,,122497.8,
7.6,1.34883E-10,8.04246E-07,,122497.8,
7.4,1.34875E-10,8.06986E-07,,122497.8,
7.2,1.34864E-10,8.14668E-07,,122497.8,
7,1.34818E-10,8.25266E-07,,122497.8,
6.8,1.34795E-10,8.07517E-07,,122497.8,
6.6,1.34761E-10,8.02043E-07,,122497.8,
6.4,1.34727E-10,8.25318E-07,,122497.8,
6.2,1.34688E-10,8.15391E-07,,122497.8,
6,1.34669E-10,8.25074E-07,,122497.8,
5.8,1.34627E-10,8.23478E-07,,122497.8,
5.6,1.34585E-10,8.28858E-07,,122497.8,
5.4,1.34543E-10,8.24194E-07,,122497.8,
5.2,1.34478E-10,8.22627E-07,,122497.8,
5,1.34445E-10,8.20319E-07,,122497.8,
4.8,1.34362E-10,8.25751E-07,,122497.8,
4.6,1.34311E-10,8.29628E-07,,122497.8,
4.4,1.34239E-10,8.36763E-07,,122497.8,
4.2,1.34143E-10,8.50132E-07,,122497.8,
4,1.34057E-10,8.50468E-07,,122497.8,
3.8,1.33951E-10,8.42356E-07,,122497.8,
3.6,1.33822E-10,8.44645E-07,,122497.8,
3.4,1.33684E-10,8.55719E-07,,122497.8,
3.2,1.33551E-10,8.59903E-07,,122497.8,
3,1.33374E-10,8.62515E-07,,122497.8,
2.8,1.33164E-10,8.50607E-07,,122497.8,
2.6,1.32924E-10,8.64854E-07,,122497.8,
2.4,1.32614E-10,8.71064E-07,,122497.8,
2.2,1.32286E-10,8.77428E-07,,122497.8,
2,1.31857E-10,8.62499E-07,,122497.8,
1.8,1.31334E-10,8.67024E-07,,122497.8,
1.6,1.30696E-10,8.59622E-07,,122497.8,
1.4,1.29896E-10,8.41452E-07,,122497.8,
1.2,1.28911E-10,8.21012E-07,,122497.8,
1,1.27719E-10,8.00256E-07,,122497.8,
0.8,1.2639E-10,7.56629E-07,,122497.8,
0.6,1.24961E-10,7.08795E-07,,122497.8,
0.4,1.23632E-10,6.83185E-07,,122497.8,
0.2,1.22579E-10,6.65768E-07,,122497.8,
0,1.21827E-10,6.34276E-07,,122497.8,
-0.2,1.21347E-10,6.17612E-07,,122497.8,
-0.4,1.2104E-10,6.06673E-07,,122497.8,
-0.6,1.20878E-10,5.93186E-07,,122497.8,
-0.8,1.20776E-10,5.7705E-07,,122497.8,
-1,1.20716E-10,5.74473E-07,,122497.8,
-1.2,1.20657E-10,5.54367E-07,,122497.8,
-1.4,1.20621E-10,5.3762E-07,,122497.8,
-1.6,1.20606E-10,5.36007E-07,,122497.8,
-1.8,1.20569E-10,5.46525E-07,,122497.8,
-2,1.20554E-10,5.27754E-07,,122497.8,
-2.2,1.20523E-10,5.1302E-07,,122497.8,
-2.4,1.20518E-10,5.2053E-07,,122497.8,
-2.6,1.20503E-10,5.19132E-07,,122497.8,
-2.8,1.20482E-10,5.15333E-07,,122497.8,
-3,1.20474E-10,5.11979E-07,,122497.8,
-3.2,1.20444E-10,5.06905E-07,,122497.8,
-3.4,1.20433E-10,5.23207E-07,,122497.8,
-3.6,1.2041E-10,5.02577E-07,,122497.8,
-3.8,1.20396E-10,5.08039E-07,,122497.8,
-4,1.20374E-10,5.11677E-07,,122497.8,
-4.2,1.20358E-10,5.16066E-07,,122497.8,
-4.4,1.20344E-10,5.15514E-07,,122497.8,
-4.6,1.20314E-10,5.1056E-07,,122497.8,
-4.8,1.20291E-10,5.16034E-07,,122497.8,
-5,1.20282E-10,5.12191E-07,,122497.8,
-5,1.20332E-10,6.86781E-07,,140536.5,
-4.8,1.20365E-10,6.89337E-07,,140536.5,
-4.6,1.20386E-10,6.87783E-07,,140536.5,
-4.4,1.20416E-10,6.7705E-07,,140536.5,
-4.2,1.20444E-10,6.77859E-07,,140536.5,
-4,1.20463E-10,6.93509E-07,,140536.5,
-3.8,1.20474E-10,6.85958E-07,,140536.5,
-3.6,1.20499E-10,6.88356E-07,,140536.5,
-3.4,1.20529E-10,6.84814E-07,,140536.5,
-3.2,1.20528E-10,6.82569E-07,,140536.5,
-3,1.20558E-10,6.88602E-07,,140536.5,
-2.8,1.20565E-10,6.85522E-07,,140536.5,
-2.6,1.20576E-10,6.92591E-07,,140536.5,
-2.4,1.20593E-10,6.96938E-07,,140536.5,
-2.2,1.20609E-10,6.93121E-07,,140536.5,
-2,1.20635E-10,6.95122E-07,,140536.5,
-1.8,1.20659E-10,7.1087E-07,,140536.5,
-1.6,1.20674E-10,7.12774E-07,,140536.5,
-1.4,1.20694E-10,7.13366E-07,,140536.5,
-1.2,1.20731E-10,7.2484E-07,,140536.5,
-1,1.20776E-10,7.43981E-07,,140536.5,
-0.8,1.20838E-10,7.58132E-07,,140536.5,
-0.6,1.20954E-10,7.63074E-07,,140536.5,
-0.4,1.21136E-10,7.82286E-07,,140536.5,
-0.2,1.21425E-10,8.02668E-07,,140536.5,
0,1.21922E-10,8.19509E-07,,140536.5,
0.2,1.2268E-10,8.54352E-07,,140536.5,
0.4,1.2374E-10,8.88594E-07,,140536.5,
0.6,1.25074E-10,9.44687E-07,,140536.5,
0.8,1.26489E-10,9.92872E-07,,140536.5,
1,1.27824E-10,1.0331E-06,,140536.5,
1.2,1.29007E-10,1.07309E-06,,140536.5,
1.4,1.29976E-10,1.1072E-06,,140536.5,
1.6,1.30763E-10,1.13243E-06,,140536.5,
1.8,1.31403E-10,1.14127E-06,,140536.5,
2,1.31923E-10,1.14836E-06,,140536.5,
2.2,1.32359E-10,1.15726E-06,,140536.5,
2.4,1.32691E-10,1.15748E-06,,140536.5,
2.6,1.32995E-10,1.14112E-06,,140536.5,
2.8,1.3323E-10,1.14111E-06,,140536.5,
3,1.33441E-10,1.13496E-06,,140536.5,
3.2,1.33604E-10,1.13371E-06,,140536.5,
3.4,1.33758E-10,1.12666E-06,,140536.5,
3.6,1.33905E-10,1.12254E-06,,140536.5,
3.8,1.34011E-10,1.13638E-06,,140536.5,
4,1.34115E-10,1.12126E-06,,140536.5,
4.2,1.34199E-10,1.11059E-06,,140536.5,
4.4,1.34282E-10,1.11011E-06,,140536.5,
4.6,1.34352E-10,1.12086E-06,,140536.5,
4.8,1.34434E-10,1.10986E-06,,140536.5,
5,1.34483E-10,1.09936E-06,,140536.5,
5.2,1.34544E-10,1.10429E-06,,140536.5,
5.4,1.3459E-10,1.09512E-06,,140536.5,
5.6,1.34641E-10,1.09142E-06,,140536.5,
5.8,1.34685E-10,1.09204E-06,,140536.5,
